style_code,name,brand,date,retail_price,colorway,story,wants,name_join,release_month,release_dow,wmns,collab,retro,kids,colorway_nlp,main_color,resale_price
AJ6900-001,Nike Air VaporMax 3 Moon Landing,Nike,4/1/19,190,Atmosphere Grey/Reflective Silver-Multi-Color,"The Nike Air Vapormax 3  “Moon Landing” is detailed with an updated Flyknit upper in Atmosphere Grey and the highlight lunar surface graphics applied on the Swooshes and heel overlay. Gold accents on the tongue and across the rear also add a nice pop to the style, while a light orange semi-translucent VaporMax sole finishes off the design.",221,nike air vapormax 3 moon landing,Apr,Monday,FALSE,FALSE,FALSE,FALSE,atmosphere grey reflective silver multi color,Multi-Color,167
AR4229-900,Nike KD 12 90s Kid,Nike,4/1/19,150,Multi-Color/White,"One of the first colorways to arrive on the brand new Nike KD 12 is this special “90’s Kid” edition. The shoe’s vibrant color scheme is said to be inspired by the classic Nike Air Command Force, made famous by one of the most iconic basketball movies of all time, White Men Can’t Jump. The sneaker’s bold colorway celebrates the flare of the colorful ’90s, evident with its neon tones and artsy detailing across the heels, as well as reflecting Kevin Durant’s game rooted in the attitude of ‘90s hoop culture.",399,nike kd 12 90s kid,Apr,Monday,FALSE,FALSE,FALSE,TRUE,multi color white,Multi-Color,196
AQ4138-102,Nike Air Max 95 Summit White,Nike,4/1/19,170,Summit White/Summit White-Black,"This colorway of the Nike Air Max 95 opts for a tonal finish (on the upper) as the official color scheme is listed as Summit White/Sumer White-Black. The shoe starts off with an all-White upper constructed out of leather, mesh and neoprene (upper portion of the tongue). Other details on the upper include the cut out Swoosh on the heel and a tonal leather tongue tag. Sharp contrast is made by way of the all-Black sole unit down low.",1508,nike air max 95 summit white,Apr,Monday,FALSE,FALSE,FALSE,FALSE,summit white summit white black,White,143
CI9873-001,Nike Cortez Los Angeles Kings,Nike,4/1/19,100,Black/Metallic Silver-White,"Inspired by the Los Angeles Kings, this Nike Cortez comes covered in the team’s colors. The shoe features a Black upper with Metallic Silver and White accents. Additional details include nylon uppers with suede detailing and Los Angeles graffiti-style text in purple on the heels to signify the connection.",114,nike cortez los angeles kings,Apr,Monday,FALSE,FALSE,FALSE,FALSE,black metallic silver white,Black,91
BV6352-101,Jordan Why Not Zer0.2 Triple White,Jordan Brand,4/1/19,125,White/White,"This Jordan Why Not Zer0.2 comes in the simple and clean Triple White colorway meaning the shoe comes covered in white from head to toe. It’s bit difficult to distinguish the different textures/materials used on the shoe, but when you take a closer look you are able to notice the complexities of the shoe. All of the Westbrook and Jordan Brand branding have also come in white along with the midsole and rubber outsole. As always, the sizing tag is placed on the outsole of the shoe.",134,jordan why not zer02 triple white,Apr,Monday,FALSE,FALSE,FALSE,FALSE,white white,White,125
F35243,adidas Ultra Boost 2019 Raw Khaki,Adidas,4/1/19,180,Raw Khaki/Raw Khaki-Core Black,"This fresh new colorway of the adidas Ultra Boost 2019 model comes with a Primeknit upper done in color combination consisting of Olive Green and White. The toe and tongue region is done in Green, while the mudguard and heel portion of the upper comes in White. Other details on the shoe include the Olive translucent midfoot cage and the translucent heel clip. Below you will find a White Boost midsole out Black rubber outsole.",19,adidas ultra boost 2019 raw khaki,Apr,Monday,FALSE,FALSE,FALSE,FALSE,raw khaki raw khaki core black,Black,133
F35245,adidas Ultra Boost 2019 Active Orange,Adidas,4/1/19,180,Raw White/Ftwr White-Active Orange,"Combining white and grey all throughout the newly Primeknit constructed upper, this adidas Ultra Boost 2019 is then hit with Active Orange all throughout mudguard as well as on the ankle/heel area. A translucent cage on the side panels, a black heel counter with translucent detailing, a full-length white Boost midsole, and a black Continental Rubber outsole complete the look.",21,adidas ultra boost 2019 active orange,Apr,Monday,FALSE,FALSE,FALSE,FALSE,raw white ftwr white active orange,White,119
EF2902,adidas Powerphase Grey One,Adidas,4/1/19,110,Grey One/Grey One-Off White,This adidas Powerphase takes the tonal approach as the shoe comes covered in Grey One all throughout the upper which has been constructed out of a plush and soft leather. Subtle contrast is seen on the details with the navy “adidas” branding and a red trefoil logo. Finishing features include perforated three stripes branding on the side panels and an off-wite rubber sole unit.,32,adidas powerphase grey one,Apr,Monday,FALSE,FALSE,FALSE,FALSE,grey one grey one off white,White,132
F35244,adidas Ultra Boost 2019 Ice Mint,Adidas,4/1/19,180,Ice Mint/Ice Mint-Ice Mint,"This colorway of the adidas Ultra Boost 2019 comes dressed in a Mint and Dark Grey Primeknit upper complimented by the Neon Green stitching on the toe region of the shoe. Other details that stand out include the translucent midfoot cage and heel counter, and of course the White Boost midsole and Black rubber outsole found below.",17,adidas ultra boost 2019 ice mint,Apr,Monday,FALSE,FALSE,FALSE,FALSE,ice mint ice mint ice mint,Orange,125
555088-160,Air Jordan 1 Retro High OG Phantom,Air Jordan,3/30/19,160,Sail/Black-Phantom-University Red,"This new colorway of the Air Jordan 1 comes dressed in a Sail leather upper with Red accents on the stitching, Swoosh outline, ankle collar and the Swoosh branding on the tongue. Black detailing can be found on the Wings and tongues all while being placed atop a Sail-colored sole unit.",6687,air jordan 1 retro high og phantom,Mar,Saturday,FALSE,FALSE,TRUE,FALSE,sail black phantom university red,Black,192
CJ0939-100,Air Jordan 3 Tinker Air Max 1,Air Jordan,3/30/19,225,White/University Red-Neutral Grey,"This Air Jordan 3 Tinker takes inspiration from another Tinker classic, the Air Max 1.

Nike stares; “In celebration of Air Max Day, two of Tinker Hatfield’s most iconic silhouettes merge in the Air Max 1-inspired Air Jordan 3 Tinker. It uses the same University Red and white color scheme as the OG AM1, and comes with interchangeable Swooshes and Nike Air branding”

The shoe comes covered in a White tumbled leather throughout the majority of the upper while a bold University Red has been added on the suede mudguard which is not covered in elephant print this time around. More University Red can then be seen on the upper eyelets, the Jumpman branding on the tongues, the inner tongues, and the OG Nike Air branding on the heels.

The shoe also comes with 4 interchangeable Swooshes that allows you to fully customize that part of the shoe to your liking. The interchangeable Swooshes come in White, Red, a 3M Grey and an Elephant print.",4414,air jordan 3 tinker air max 1,Mar,Saturday,FALSE,FALSE,FALSE,FALSE,white university red neutral grey,White,194
921826-105,Nike Air Max 97 Reflect Silver,Nike,3/30/19,160,White/Reflect Silver-Wolf Grey,"Starting off with a White mesh and leather construction on the upper, this Air Max 97 is then hit with contrast by ways of Reflect Silver on the signature wavy overlays. Additional silver accents are placed on the tongue, heel pull tab, and the full-length Air Max unit on the midsole. The rest of the shoe is then done in white including the inner liner, laces, an outsole.",3945,nike air max 97 reflect silver,Mar,Saturday,FALSE,FALSE,FALSE,FALSE,white reflect silver wolf grey,White,160
EG7490,adidas Yeezy Boost 350 V2 Clay,Adidas,3/30/19,220,Clay/Clay-Clay,"This warm weather inspired colorway of the Yeezy Boost 350 V2 is covered in its earthy hue of tan/pink across its Primeknit upper. The style also features the updated midfoot stripe in a translucent theme that reveals a pattern underneath. Finally, a brighter clay hue is also used for the heel tabs and semi-translucent ridged outsole to complete the design. This Yeezy will release exclusively in North America and Latin America",3487,adidas yeezy boost 350 v2 clay,Mar,Saturday,FALSE,FALSE,FALSE,FALSE,clay clay clay,Brown,369
CD9402-600,Nike Air More Uptempo GS Red Black,Nike,3/30/19,130,Red/Black-White,"Opting for Chicago Bulls vibes, this iteration of the Nike Air More Uptempo comes dressed in a Red suede upper which also includes the Red on the mesh tongues. Even more Red can be found on the soles whereas the “AIR” text on the sides are done in White with a Black outline, along with matching White laces and Swoosh logos.",639,nike air more uptempo gs red black,Mar,Saturday,FALSE,FALSE,FALSE,TRUE,red black white,White,123
CD7089-100,Nike LeBron 16 Air Trainer,Nike,3/29/19,185,White/Midnight Navy-Ginger,"This colorway of the Nike LeBron 16 is inspired by a classic Nike sneaker of the past, Bo Jackson’s Nike Air Trainer 3, specifically the OG Medicine Ball colorway that dropped back in 1988. The shoe starts off with a White knitted construction all throughout the upper along with tonal perforated leather hitting the tongue and heel. Matching plastic overlays are found on the forefoot and heel as well as a midfoot strap as a nod to the Air Trainer 3 along with Ginger (tan) leather accents on the toe and heel, and Midnight Navy on the Nike branding that appears on the tongue, side panels, midfoot strap, and the heels. Finishing details include a white and navy midsole, LeBron’s Dunkman logo on the outsole, and “Bo Knows” branded insoles.",664,nike lebron 16 air trainer,Mar,Friday,FALSE,FALSE,FALSE,FALSE,white midnight navy ginger,White,191
EF3500,Pharrell x adidas Crazy BYW X Gratitude Empathy Whitte,Adidas,3/29/19,250,Footwear White/Supplier Color-Supplier Color,"A second colorway of the Pharrell x adidas Crazy BYW LVL X will be releasing. This time around the Pharrell x adidas Crazy BYW LVL X comes dressed in a Footwear White/Supplier Color-Supplier Color color scheme. Opting for a motif ideal for the Spring and Summer season, this Pharrell x adidas Crazy BYW LVL X comes dressed in a White upper equipped with block lettering on the tongue tabs that read, “Gratitude” and “Empathy.” Adding contrast to the shoe is the Blue, Red, Yellow, and Green contrasting accents found throughout the upper and sole unit.",174,pharrell x adidas crazy byw x gratitude empathy whitte,Mar,Friday,FALSE,TRUE,FALSE,FALSE,footwear white supplier color supplier color,Multi-Color,146
CI2668-001,Nike LeBron 16 Low Soundtrack,Nike,3/28/19,160,Black/Multicolor-White,"Covered in a Black Battleknit construction all throughout the upper, this low top iteration of LeBron’s 16th signature shoe with Nike is then hit with tan suede detailing on the heel. Pops of White are then seen on the LeBron branding on the tongue and the Swoosh on the toe. One pretty cool note about this shoe is the fact that it’s inspired by Outkast’s classic Speakerboxxx/The Love Below double album that released in 2003, the same year LeBron was drafted. A white midsole and a white outsole with icy hits and a pink Dunkman logo round out the details.",271,nike lebron 16 low soundtrack,Mar,Thursday,FALSE,FALSE,FALSE,FALSE,black multicolor white,White,125
AQ8830-016,Air Jordan 33 Tiger Camo,Air Jordan,3/26/19,175,Black/White/University Red-Metallic Gold,"The Air Jordan 33 Tiger Camo comes dressed in a Black, White, University Red, and Metallic Gold color scheme. Of course, the star of the shoe is the tiger camo print noted on the underlays of the shoe. Additional details include the White leather tongues, heels, overlays, and sole in addition to the Gold branding on the tongue and heel.",44,air jordan 33 tiger camo,Mar,Tuesday,FALSE,FALSE,FALSE,FALSE,black white university red metallic gold,Black,172
414571-016,Air Jordan 13 Atmosphere Grey,Air Jordan,3/23/19,190,Atmosphere Grey/White-University Red-Black,"The Air Jordan 13 Atmosphere Grey comes dressed in an Atmosphere Grey, White, University Red and Black color scheme. The makeup of the consists of a Dark Grey leather upper with a lighter shade of Grey used for the mudguard and heel region. Adding contrast to the shoe is the White leather toe, Black lining, Red accents and of course the signature hologram heel logo.",6006,air jordan 13 atmosphere grey,Mar,Saturday,FALSE,FALSE,FALSE,FALSE,atmosphere grey white university red black,White,163
EG6860,adidas Yeezy Boost 700 V2 Geode,Adidas,3/23/19,300,Geode/Geode/Geode,The adidas Yeezy 700 V2 Geode features an upper composed of black roller knit and premium leather with grey and brown nubuck overlays with reflective details throughout. The full-length drop in boost midsole provides comfort and stability while a gum rubber outsole completes the look.,898,adidas yeezy boost 700 v2 geode,Mar,Saturday,FALSE,FALSE,FALSE,FALSE,geode geode geode,Purple,304
